,received,negotiated,gender,year
2581,4.5,FALSE,M,2005
2582,4.8,FALSE,F,2006
2583,5.3,FALSE,M,2007
2584,5.4,FALSE,F,2008
2585,5.3,FALSE,M,2009
2586,5.2,FALSE,F,2005
2587,3.3,FALSE,M,2006
2588,5.2,FALSE,F,2007
2589,4.6,FALSE,M,2008
2590,4.6,FALSE,F,2009
2591,3.5,FALSE,M,2005
2592,5.7,FALSE,F,2006
2593,5.1,FALSE,M,2007
2594,4,FALSE,F,2008
2595,4.7,FALSE,M,2009
2596,5.9,FALSE,F,2005
2597,4.1,FALSE,M,2006
2598,4.1,FALSE,F,2007
2599,3.6,FALSE,M,2008
2600,2.8,FALSE,F,2009
2601,4.2,FALSE,M,2005
2602,3.7,FALSE,F,2006
2603,5,FALSE,M,2007
2604,4.8,FALSE,F,2008
2605,3.8,FALSE,M,2009
2606,4.5,FALSE,F,2005
2607,5,FALSE,M,2006
2608,6.2,FALSE,F,2007
2609,6.4,FALSE,M,2008
2610,4.4,FALSE,F,2009
2611,6.5,FALSE,M,2005
2612,5.8,FALSE,F,2006
2613,4.1,FALSE,M,2007
2614,5.4,FALSE,F,2008
2615,4.3,FALSE,M,2009
2616,6.7,FALSE,F,2005
2617,6,FALSE,M,2006
2618,4.8,FALSE,F,2007
2619,4.7,FALSE,M,2008
2620,5.4,FALSE,F,2009
2621,3.8,FALSE,M,2005
2622,3.8,FALSE,F,2006
2623,6.8,FALSE,M,2007
2624,5.1,FALSE,F,2008
2625,5.5,FALSE,M,2009
2626,3.7,FALSE,F,2005
2627,7.3,FALSE,M,2006
2628,4.6,FALSE,F,2007
2629,4.5,FALSE,M,2008
2630,4.1,FALSE,F,2009
2631,6.6,FALSE,M,2005
2632,4.5,FALSE,F,2006
2633,5.2,FALSE,M,2007
2634,6.1,FALSE,F,2008
2635,3.6,FALSE,M,2009
2636,6.3,FALSE,F,2005
2637,5.5,FALSE,M,2006
2638,6,FALSE,F,2007
2639,5.1,FALSE,M,2008
2640,4.4,FALSE,F,2009
2641,4.3,FALSE,M,2005
2642,3.9,FALSE,F,2006
2643,5.3,FALSE,M,2007
2644,3.9,FALSE,F,2008
2645,5.3,FALSE,M,2009
2646,3.3,FALSE,F,2005
2647,4.2,FALSE,M,2006
2648,4.6,FALSE,F,2007
2649,6.7,FALSE,M,2008
2650,2.8,FALSE,F,2009
2651,4.2,FALSE,M,2005
2652,7.6,FALSE,F,2006
2653,6.2,FALSE,M,2007
2654,4.3,FALSE,F,2008
2655,5.5,FALSE,M,2009
2656,4.6,FALSE,F,2005
2657,3.1,FALSE,M,2006
2658,6.7,FALSE,F,2007
2659,3.7,FALSE,M,2008
2660,5,FALSE,F,2009
2661,5.8,FALSE,M,2005
2662,4.6,FALSE,F,2006
2663,6.6,FALSE,M,2007
2664,6.2,FALSE,F,2008
2665,6.2,FALSE,M,2009
2666,6.5,FALSE,F,2005
2667,4.5,FALSE,M,2006
2668,6.3,FALSE,F,2007
2669,3.4,FALSE,M,2008
2670,4.4,FALSE,F,2009
2671,4.8,FALSE,M,2005
2672,5.7,FALSE,F,2006
2673,4.1,FALSE,M,2007
2674,4.5,FALSE,F,2008
2675,3.7,FALSE,M,2009
2676,6,FALSE,F,2005
2677,4.3,FALSE,M,2006
2678,6.3,FALSE,F,2007
2679,4.1,FALSE,M,2008
2680,4.2,FALSE,F,2009
2681,3.8,FALSE,M,2005
2682,4.2,FALSE,F,2006
2683,5.7,FALSE,M,2007
2684,5.2,FALSE,F,2008
2685,5.1,FALSE,M,2009
2686,4.9,FALSE,F,2005
2687,3,FALSE,M,2006
2688,5.4,FALSE,F,2007
2689,5.2,FALSE,M,2008
2690,4.7,FALSE,F,2009
2691,6.3,FALSE,M,2005
2692,5.6,FALSE,F,2006
2693,5.5,FALSE,M,2007
2694,4.8,FALSE,F,2008
2695,6.2,FALSE,M,2009
2696,4.9,FALSE,F,2005
2697,5.9,FALSE,M,2006
2698,5.4,FALSE,F,2007
2699,5.3,FALSE,M,2008
2700,5.2,FALSE,F,2009
2701,4,FALSE,M,2005
2702,5,FALSE,F,2006
2703,4.2,FALSE,M,2007
2704,4.3,FALSE,F,2008
2705,3.4,FALSE,M,2009
2706,5.8,FALSE,F,2005
2707,5.1,FALSE,M,2006
2708,6.2,FALSE,F,2007
2709,6.1,FALSE,M,2008
2710,4.9,FALSE,F,2009
2711,4.2,FALSE,M,2005
2712,4.2,FALSE,F,2006
2713,4,FALSE,M,2007
2714,6.4,FALSE,F,2008
2715,3.5,FALSE,M,2009
2716,4.2,FALSE,F,2005
2717,4.2,FALSE,M,2006
2718,5,FALSE,F,2007
2719,5.1,FALSE,M,2008
2720,4.5,FALSE,F,2009
2721,3.1,FALSE,M,2005
2722,6.4,FALSE,F,2006
2723,4.4,FALSE,M,2007
2724,4.8,FALSE,F,2008
2725,6.7,FALSE,M,2009
2726,5.9,FALSE,F,2005
2727,6.6,FALSE,M,2006
2728,6.1,FALSE,F,2007
2729,5.9,FALSE,M,2008
2730,3.6,FALSE,F,2009
2731,4.3,FALSE,M,2005
2732,4.5,FALSE,F,2006
2733,4.8,FALSE,M,2007
2734,3.5,FALSE,F,2008
2735,6.6,FALSE,M,2009
2736,5,FALSE,F,2005
2737,5.2,FALSE,M,2006
2738,4.8,FALSE,F,2007
2739,4.9,FALSE,M,2008
2740,6.1,FALSE,F,2009
2741,5.1,FALSE,M,2005
2742,6.3,FALSE,F,2006
2743,3.7,FALSE,M,2007
2744,6.4,FALSE,F,2008
2745,5.6,FALSE,M,2009
2746,5.7,FALSE,F,2005
2747,4.5,FALSE,M,2006
2748,5.4,FALSE,F,2007
2749,4.7,FALSE,M,2008
2750,3.6,FALSE,F,2009
2751,5.6,FALSE,M,2005
2752,5,FALSE,F,2006
2753,4.9,FALSE,M,2007
2754,5.2,FALSE,F,2008
2755,5.4,FALSE,M,2009
2756,5.5,FALSE,F,2005
2757,6,FALSE,M,2006
2758,7.2,FALSE,F,2007
2759,4.7,FALSE,M,2008
2760,3.9,FALSE,F,2009
2761,6.1,FALSE,M,2005
2762,3.6,FALSE,F,2006
2763,5.8,FALSE,M,2007
2764,5.8,FALSE,F,2008
2765,4.6,FALSE,M,2009
2766,3.1,FALSE,F,2005
2767,4.1,FALSE,M,2006
2768,5.8,FALSE,F,2007
2769,5.3,FALSE,M,2008
2770,5.2,FALSE,F,2009
2771,6.6,FALSE,M,2005
2772,5.2,FALSE,F,2006
2773,4.9,FALSE,M,2007
2774,4,FALSE,F,2008
2775,5.8,FALSE,M,2009
2776,3.9,FALSE,F,2005
2777,5.2,FALSE,M,2006
2778,6.1,FALSE,F,2007
2779,5.5,FALSE,M,2008
2780,4.7,FALSE,F,2009
2781,6.4,FALSE,M,2005
2782,5.1,FALSE,F,2006
2783,4.7,FALSE,M,2007
2784,4.4,FALSE,F,2008
2785,5.8,FALSE,M,2009
2786,4.2,FALSE,F,2005
2787,5.6,FALSE,M,2006
2788,5,FALSE,F,2007
2789,6.5,FALSE,M,2008
2790,5.4,FALSE,F,2009
2791,4.8,FALSE,M,2005
2792,4.5,FALSE,F,2006
2793,6.8,FALSE,M,2007
2794,5,FALSE,F,2008
2795,5.3,FALSE,M,2009
2796,5.2,FALSE,F,2005
2797,5.4,FALSE,M,2006
2798,4.9,FALSE,F,2007
2799,4,FALSE,M,2008
2800,4.8,FALSE,F,2009
2801,4.5,FALSE,M,2005
2802,3.3,FALSE,F,2006
2803,5,FALSE,M,2007
2804,6.3,FALSE,F,2008
2805,4.2,FALSE,M,2009
2806,6.5,FALSE,F,2005
2807,4.2,FALSE,M,2006
2808,4.9,FALSE,F,2007
2809,5,FALSE,M,2008
2810,4.3,FALSE,F,2009
2811,6.2,FALSE,M,2005
2812,3.2,FALSE,F,2006
2813,5.2,FALSE,M,2007
2814,3.1,FALSE,F,2008
2815,3.5,FALSE,M,2009
2816,3.5,FALSE,F,2005
2817,2.7,FALSE,M,2006
2818,5.7,FALSE,F,2007
2819,4.5,FALSE,M,2008
2820,5,FALSE,F,2009
2821,4.6,FALSE,M,2005
2822,6.3,FALSE,F,2006
2823,3.6,FALSE,M,2007
2824,5.1,FALSE,F,2008
2825,5.3,FALSE,M,2009
2826,5.2,FALSE,F,2005
2827,4.1,FALSE,M,2006
2828,4.4,FALSE,F,2007
2829,3.4,FALSE,M,2008
2830,5.1,FALSE,F,2009
2831,3.3,FALSE,M,2005
2832,6.5,FALSE,F,2006
2833,4.5,FALSE,M,2007
2834,4.3,FALSE,F,2008
2835,5.6,FALSE,M,2009
2836,4.3,FALSE,F,2005
2837,7.1,FALSE,M,2006
2838,6.5,FALSE,F,2007
2839,4.4,FALSE,M,2008
2840,3.9,FALSE,F,2009
2841,5.6,FALSE,M,2005
2842,5.8,FALSE,F,2006
2843,3.8,FALSE,M,2007
2844,6.1,FALSE,F,2008
2845,4.8,FALSE,M,2009
2846,5.9,FALSE,F,2005
2847,6.2,FALSE,M,2006
2848,3.2,FALSE,F,2007
2849,4,FALSE,M,2008
2850,4.6,FALSE,F,2009
2851,5,FALSE,M,2005
2852,4.7,FALSE,F,2006
2853,3.6,FALSE,M,2007
2854,5.2,FALSE,F,2008
2855,4,FALSE,M,2009
2856,3.8,FALSE,F,2005
2857,6.2,FALSE,M,2006
2858,3.7,FALSE,F,2007
2859,5.4,FALSE,M,2008
2860,5.7,FALSE,F,2009
2861,4.8,FALSE,M,2005
2862,5.6,FALSE,F,2006
2863,5,FALSE,M,2007
2864,4.4,FALSE,F,2008
2865,5.3,FALSE,M,2009
2866,3.9,FALSE,F,2005
2867,4.5,FALSE,M,2006
2868,5.2,FALSE,F,2007
2869,6.3,FALSE,M,2008
2870,5.7,FALSE,F,2009
2871,6.2,FALSE,M,2005
2872,4.4,FALSE,F,2006
2873,4.6,FALSE,M,2007
2874,4.2,FALSE,F,2008
2875,4.9,FALSE,M,2009
2876,5.2,FALSE,F,2005
2877,5.3,FALSE,M,2006
2878,5.7,FALSE,F,2007
2879,6,FALSE,M,2008
2880,6.1,FALSE,F,2009
2881,5,FALSE,M,2005
2882,3.6,FALSE,F,2006
2883,5.1,FALSE,M,2007
2884,4.3,FALSE,F,2008
2885,7.6,FALSE,M,2009
2886,4.8,FALSE,F,2005
2887,4.5,FALSE,M,2006
2888,4.6,FALSE,F,2007
2889,5.5,FALSE,M,2008
2890,4,FALSE,F,2009
2891,3.8,FALSE,M,2005
2892,5.1,FALSE,F,2006
2893,5.3,FALSE,M,2007
2894,5.4,FALSE,F,2008
2895,5.8,FALSE,M,2009
2896,4,FALSE,F,2005
2897,5.3,FALSE,M,2006
2898,6,FALSE,F,2007
2899,6.4,FALSE,M,2008
2900,6.6,FALSE,F,2009
2901,4.7,FALSE,M,2005
2902,5.1,FALSE,F,2006
2903,5.9,FALSE,M,2007
2904,4.4,FALSE,F,2008
2905,5.4,FALSE,M,2009
2906,4.9,FALSE,F,2005
2907,5.4,FALSE,M,2006
2908,4.5,FALSE,F,2007
2909,5.1,FALSE,M,2008
2910,3.3,FALSE,F,2009
2911,6.2,FALSE,M,2005
2912,3.7,FALSE,F,2006
2913,5.1,FALSE,M,2007
2914,4.2,FALSE,F,2008
2915,6.3,FALSE,M,2009
2916,4.2,FALSE,F,2005
2917,5.4,FALSE,M,2006
2918,5.7,FALSE,F,2007
2919,5.3,FALSE,M,2008
2920,5.4,FALSE,F,2009
2921,6.3,FALSE,M,2005
2922,4.7,FALSE,F,2006
2923,5.7,FALSE,M,2007
2924,3.9,FALSE,F,2008
2925,4.1,FALSE,M,2009
2926,5.6,FALSE,F,2005
2927,4.6,FALSE,M,2006
2928,4.5,FALSE,F,2007
2929,4.9,FALSE,M,2008
2930,5,FALSE,F,2009
2931,4.7,FALSE,M,2005
2932,3.8,FALSE,F,2006
2933,4.9,FALSE,M,2007
2934,7.1,FALSE,F,2008
2935,4.9,FALSE,M,2009
2936,6.3,FALSE,F,2005
2937,6.2,FALSE,M,2006
2938,5,FALSE,F,2007
2939,5.9,FALSE,M,2008
2940,5.1,FALSE,F,2009
2941,4.2,FALSE,M,2005
2942,5.8,FALSE,F,2006
2943,7.1,FALSE,M,2007
2944,5.4,FALSE,F,2008
2945,6.8,FALSE,M,2009
2946,5.5,FALSE,F,2005
2947,5.2,FALSE,M,2006
2948,4.9,FALSE,F,2007
2949,6.2,FALSE,M,2008
2950,4.4,FALSE,F,2009
2951,4.5,FALSE,M,2005
2952,6,FALSE,F,2006
2953,5.4,FALSE,M,2007
2954,5.1,FALSE,F,2008
2955,4.5,FALSE,M,2009
2956,5.5,FALSE,F,2005
2957,6.7,FALSE,M,2006
2958,4.8,FALSE,F,2007
2959,4.7,FALSE,M,2008
2960,5.7,FALSE,F,2009
2961,4.4,FALSE,M,2005
2962,3.9,FALSE,F,2006
2963,6.6,FALSE,M,2007
2964,5.1,FALSE,F,2008
2965,3.8,FALSE,M,2009
2966,4.1,FALSE,F,2005
2967,5,FALSE,M,2006
2968,4.5,FALSE,F,2007
2969,5.1,FALSE,M,2008
2970,5.7,FALSE,F,2009
2971,7.3,FALSE,M,2005
2972,5.4,FALSE,F,2006
2973,4,FALSE,M,2007
2974,6.3,FALSE,F,2008
2975,4.2,FALSE,M,2009
2976,5.2,FALSE,F,2005
2977,5.7,FALSE,M,2006
2978,5,FALSE,F,2007
2979,4.6,FALSE,M,2008
2980,5.1,FALSE,F,2009
2981,5.4,FALSE,M,2005
2982,4.9,FALSE,F,2006
2983,3.9,FALSE,M,2007
2984,4.7,FALSE,F,2008
2985,5.3,FALSE,M,2009
2986,7.2,FALSE,F,2005
2987,4.6,FALSE,M,2006
2988,6.9,FALSE,F,2007
2989,3.7,FALSE,M,2008
2990,3.6,FALSE,F,2009
2991,5.2,FALSE,M,2005
2992,5.8,FALSE,F,2006
2993,4.8,FALSE,M,2007
2994,4.6,FALSE,F,2008
2995,3.3,FALSE,M,2009
2996,5.2,FALSE,F,2005
2997,4.2,FALSE,M,2006
2998,4.6,FALSE,F,2007
2999,4.2,FALSE,M,2008
3000,5.1,FALSE,F,2009
